65,64,26,0
129,161,227,1
52,103,165,1
85,35,13,0
187,186,152,0
159,162,113,0
227,209,202,0
132,141,98,0
141,139,85,0
166,177,227,1
94,134,187,1
204,203,169,0
17,17,0,0
55,56,22,0
197,198,154,0
185,182,137,0
173,172,122,0
127,156,213,1
110,113,168,1
62,119,175,1
201,200,162,0
203,204,214,0
28,40,28,0
55,59,23,0
63,64,24,0
92,139,213,1
104,107,62,0
21,15,2,0
145,167,225,1
172,186,239,1
158,195,253,1
64,128,183,1
171,170,120,0
199,197,162,0
141,140,84,0
148,146,105,0
79,115,185,1
85,83,29,0
143,146,107,0
127,167,220,1
55,59,24,0
205,204,170,0
51,53,17,0
95,29,11,0
81,110,177,1
59,63,22,0
69,127,192,1
111,148,216,1
153,156,107,0
73,76,30,0
55,97,144,1
102,103,47,0
156,196,254,1
145,148,93,0
199,197,162,0
10,9,0,0
136,143,92,0
205,203,169,0
55,80,214,0
176,174,126,0
199,197,162,0
143,142,86,0
57,59,23,0
53,57,22,0
223,218,203,0
201,200,162,0
53,46,237,0
108,107,49,0
95,94,38,0
105,143,201,1
54,113,169,1
146,144,90,0
178,175,131,0
163,164,114,0
107,228,248,0
82,80,26,0
53,55,19,0
183,180,135,0
172,171,121,0
137,177,229,1
158,161,122,0
136,157,18,0
14,15,5,0
61,128,197,1
200,197,159,0
92,139,220,1
53,53,17,0
44,45,13,0
126,126,126,0
20,17,2,0
177,176,126,0
54,96,141,1
205,204,170,0
15,14,0,0
122,123,61,0
164,163,113,0
51,93,140,1
78,130,112,0
202,201,163,0
134,177,228,1
174,190,233,1
137,140,131,0
71,73,27,0
157,175,222,1
133,136,90,0
189,190,151,0
223,222,226,0
97,151,222,1
71,77,124,1
159,162,112,0
174,172,124,0
178,96,161,0
54,72,125,1
81,90,128,1
76,78,32,0
179,176,131,0
196,195,157,0
175,173,125,0
201,200,162,0
186,93,148,0
205,204,170,0
204,203,169,0
182,179,135,0
200,198,163,0
65,65,53,0
202,210,247,1
136,139,93,0
195,194,156,0
100,137,205,1
121,161,219,1
45,44,10,0
135,137,101,0
15,14,4,0
19,18,4,0
53,57,21,0
73,88,127,1
73,74,30,0
55,103,255,0
37,64,25,0
16,182,249,0
167,163,115,0
61,63,27,0
205,204,170,0
30,49,22,0
57,87,142,1
177,177,131,0
202,200,165,0
119,121,62,0
65,126,188,1
57,23,224,0
254,248,235,0
177,176,126,0
55,97,144,1
113,115,63,0
180,177,132,0
178,175,131,0
202,200,165,0
135,176,225,1
9,23,136,0
171,170,119,0
198,198,158,0
54,55,21,0
125,132,187,1
137,143,86,0
199,197,167,0
64,62,22,0
15,80,58,0
111,232,251,0
187,185,144,0
181,181,135,0
94,92,38,0
172,172,126,0
149,156,211,1
47,58,20,0
182,179,135,0
255,255,255,0
182,179,135,0
98,148,224,1
170,170,122,0
182,178,137,0
57,61,25,0
197,195,160,0
179,177,129,0
53,96,147,1
150,174,234,1
62,62,22,0
172,171,121,0
139,140,90,0
198,198,158,0
80,86,127,1
178,175,131,0
53,95,142,1
174,174,128,0
150,152,100,0
200,198,163,0
156,173,216,1
152,161,228,1
118,77,175,0
171,169,121,0
139,165,225,1
176,174,126,0
157,194,255,1
169,167,119,0
114,113,55,0
49,93,140,1
138,136,82,0
71,72,30,0
55,59,23,0
166,167,117,0
45,97,157,1
55,56,17,0
139,140,90,0
54,115,181,1
114,115,113,0
255,128,0,0
198,198,158,0
195,194,150,0
143,142,84,0
143,186,249,1
163,162,112,0
4,1,0,0
172,170,129,0
30,14,145,0
177,174,129,0
111,114,65,0
101,98,43,0
201,199,164,0
102,221,247,0
137,174,224,1
171,187,233,1
57,56,18,0
170,168,120,0
238,201,167,0
52,57,18,0
199,199,159,0
166,164,116,0
163,165,113,0
142,140,82,0
147,188,251,1
106,106,46,0
54,56,14,0
195,208,254,1
86,84,30,0
162,165,120,0
56,57,18,0
185,178,139,0
178,176,128,0
192,192,152,0
175,172,127,0
207,216,254,1
45,94,134,1
187,186,142,0
178,180,138,0
173,189,232,1
245,120,92,0
32,33,7,0
119,151,217,1
60,124,189,1
5,255,254,0
177,175,127,0
5,4,6,0
204,205,166,0
182,179,134,0
55,56,22,0
133,122,255,0
84,80,31,0
50,108,160,1
140,179,231,1
174,175,131,0
160,164,123,0
143,167,233,1
170,187,236,1
161,164,119,0
196,194,159,0
176,162,174,0
171,173,127,0
169,170,128,0
155,67,161,0
6,3,0,0
161,181,236,1
180,177,133,0
177,174,129,0
170,170,130,0
255,253,255,0
79,51,211,0
201,200,162,0
165,157,117,0
53,53,17,0
164,168,132,0
15,13,2,0
182,179,134,0
134,136,90,0
69,71,25,0
158,162,126,0
154,192,255,1
67,68,24,0
58,58,44,0
39,34,9,0
52,104,150,1
178,178,132,0
208,218,255,1
170,183,235,1
172,187,236,1
129,130,91,0
159,196,255,1
63,68,23,0
199,197,162,0
143,142,86,0
178,175,131,0
240,205,172,0
54,55,21,0
12,28,17,0
150,95,218,0
75,76,56,0
172,170,122,0
183,180,135,0
0,0,255,0
116,144,204,1
151,189,253,1
139,158,233,1
139,139,85,0
173,187,240,1
67,76,36,0
53,107,162,1
164,164,116,0
5,131,2,0
1,138,107,0
176,174,126,0
55,59,23,0
154,157,111,0
69,70,26,0
80,82,36,0
180,178,137,0
123,159,219,1
57,54,23,0
149,152,103,0
140,139,83,0
176,192,239,1
183,182,138,0
53,104,166,1
199,197,163,0
151,94,216,0
128,128,128,0
155,162,117,0
201,211,251,1
191,189,148,0
179,176,131,0
148,151,102,0
100,101,45,0
54,55,21,0
132,137,92,0
108,153,210,1
159,157,103,0
19,19,1,0
7,6,2,0
15,14,0,0
123,125,179,1
162,164,122,0
38,39,0,0
248,250,250,0
159,166,229,1
131,134,95,0
158,161,122,0
4,3,0,0
196,196,150,0
156,159,127,0
61,126,194,1
117,119,173,1
181,178,134,0
114,120,173,1
62,62,22,0
172,171,121,0
129,162,231,1
164,165,115,0
167,163,114,0
178,175,131,0
74,75,41,0
172,168,119,0
232,208,226,0
182,170,130,0
8,8,0,0
79,91,131,1
118,153,221,1
34,36,6,0
80,83,28,0
14,14,8,0
183,180,136,0
200,196,161,0
207,215,252,1
155,158,119,0
154,160,119,0
133,132,74,0
155,157,111,0
192,209,206,0
198,196,161,0
101,96,157,0
165,163,115,0
115,114,86,0
255,0,128,0
4,5,3,0
167,181,229,1
52,54,24,0
201,200,166,0
67,70,25,0
125,125,125,0
54,55,21,0
202,200,165,0
51,56,24,0
138,139,89,0
255,128,0,0
201,200,162,0
100,139,201,1
179,176,131,0
162,161,111,0
151,145,202,1
118,119,63,0
144,164,229,1
53,57,21,0
138,139,89,0
179,160,155,0
182,181,137,0
239,229,212,0
56,95,69,0
62,63,24,0
73,115,192,1
142,141,85,0
81,89,129,1
170,184,233,1
139,138,80,0
39,38,10,0
241,233,220,0
247,251,252,0
80,83,34,0
166,163,118,0
234,113,94,0
202,209,252,1
231,211,224,0
53,57,22,0
152,152,198,0
35,36,10,0
142,141,85,0
162,159,108,0
157,158,118,0
168,173,236,1
219,143,124,0
198,124,68,0
25,22,7,0
70,135,126,0
224,203,205,0
135,139,110,0
70,120,102,0
126,77,93,0
103,154,224,1
150,153,107,0
35,34,0,0
112,149,201,1
199,198,160,0
141,142,146,0
172,178,125,0
164,162,114,0
125,158,227,1
149,170,24,0
253,252,254,0
16,181,208,0
156,158,112,0
198,198,158,0
84,35,13,0
121,153,219,1
191,192,152,0
209,217,254,1
95,137,220,1
46,118,182,1
162,165,119,0
249,240,236,0
254,124,89,0
213,211,211,0
162,159,114,0
141,139,85,0
165,164,114,0
61,64,25,0
116,115,57,0
142,145,99,0
174,147,127,0
51,55,19,0
142,141,85,0
182,179,135,0
99,138,206,1
192,191,153,0
0,20,150,0
170,168,120,0
127,105,87,0
51,101,159,1
1,2,0,0
57,58,18,0
34,27,191,0
174,175,133,0
139,140,84,0
167,166,115,0
158,161,122,0
84,82,41,0
145,144,88,0
180,177,132,0
118,122,116,0
61,62,22,0
143,188,245,1
171,170,119,0
173,170,125,0
63,63,63,0
53,55,19,0
158,170,118,0
80,84,35,0
136,139,90,0
175,175,129,0
173,174,130,0
199,196,158,0
3,1,1,0
15,13,5,0
160,163,124,0
164,162,114,0
165,165,119,0
255,128,0,0
138,137,87,0
173,171,123,0
182,179,134,0
201,200,162,0
164,162,114,0
19,18,4,0
92,10,0,0
195,194,156,0
85,87,41,0
117,156,225,1
180,179,135,0
170,179,122,0
6,8,0,0
246,236,229,0
68,68,68,0
197,196,158,0
183,180,135,0
111,114,65,0
157,161,125,0
15,12,0,0
139,136,85,0
150,150,102,0
35,34,8,0
182,179,134,0
46,48,18,0
138,141,92,0
78,46,255,0
147,150,101,0
141,141,95,0
165,164,108,0
163,161,130,0
164,162,114,0
101,149,221,1
129,158,227,1
39,40,38,0
201,199,164,0
144,140,91,0
76,78,32,0
124,164,213,1
32,176,27,0
16,14,3,0
45,107,255,0
154,166,230,1
184,176,129,0
57,111,171,1
46,103,154,1
175,168,129,0
172,186,238,1
33,32,4,0
86,84,60,0
173,175,123,0
151,156,111,0
54,102,150,1
125,164,216,1
199,198,160,0
209,217,254,1
29,73,60,0
169,185,232,1
226,222,255,0
38,37,11,0
44,48,13,0
93,142,218,1
164,163,113,0
163,178,97,0
183,181,133,0
17,16,12,0
185,184,140,0
181,178,134,0
135,138,89,0
173,189,231,1
179,174,129,0
120,119,61,0
99,136,204,1
135,173,221,1
234,137,123,0
12,14,2,0
